,1,2,3,5,10
10,1.1009786476868326,1.4282313734825043,1.8766420618040784,2.675299291473247,
20,0.2994701681640175,0.40306852164868023,0.5220692928334125,0.6835544833132288,1.382233689642462
50,0.0,0.02990877822640945,0.020938023450586266,0.041220115416323165,0.0
100,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0,0.0
10,1.1009786476868326,1.4282313734825043,1.8766420618040784,2.675299291473247,
20,0.2994701681640175,0.40306852164868023,0.5220692928334125,0.6835544833132288,1.382233689642462
50,0.0,0.02990877822640945,0.020938023450586266,0.041220115416323165,0.0
100,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0,0.0
